,id,Zone_Name,Region_Name,District_Name,Ward_Name,Establishment_Name,Postal_Address,Street,Year_Started,ISICLev4,ISICLev4_Description,CPC_Code,CPC_Description,Tel_No,Mobile_No,Ownership_Description,Size_Class_Description,Employment,Subsector,Manufacturing_Classification
107,108,Central zone,Dodoma,Dodoma Mjini,Viwandani,ALLY MOHAMED FURNITURE,2113,KINYALIA,1972.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",,,Private,Micro,2,Manufacturing,Wood and Woods Products
108,109,Central zone,Dodoma,Bahi ,Bahi,ALLY MOHAMED MLANZI,,BAHI SOKONI,2009.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
109,110,Central zone,Dodoma,Kondoa ,Kondoa Mjini,ALLY MOHAMEDI,,MNARANI,2013.0,1610,Sawmilling and planing of wood,3110,Logs of coniferous wood,789123939,,Private,Micro,2,Manufacturing,Wood and Woods Products
110,111,Central zone,Dodoma,Kongwa ,Kibaigwa,ALLY MPAYANGA,,SAMORA,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),715665135,,Private,Micro,2,Manufacturing,Agro-Processing
111,112,Central zone,Dodoma,Kongwa ,Ngomai,ALLY MZALENDO,57,GURIONI/SAIGONI,2011.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),652980864,,Private,Micro,2,Manufacturing,Agro-Processing
112,113,Central zone,Dodoma,Dodoma Mjini,Makole,ALLY OMARI SENDEKWA,1364,MAKOLE,2004.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",754870943,,Private,Micro,2,Manufacturing,Wood and Woods Products
113,114,Central zone,Dodoma,Chamwino ,Dabalo,ALLY OMARY,1126,NYERERE,2014.0,1079,Manufacture of other food products n.e.c.,21175,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",,,Private,Micro,2,Manufacturing,Agro-Processing
114,115,Central zone,Dodoma,Dodoma Mjini,Majengo,ALLY OMARY ALLY,,BAHI ROAD,2011.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
115,116,Central zone,Dodoma,Mpwapwa ,Chipogoro,ALLY OTHMAN MRISHO,,JAMHURI,2002.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",786456698,,Private,Micro,2,Manufacturing,Textile and Apparel
116,117,Central zone,Dodoma,Dodoma Mjini,Makole,ALLY RAMADHANI,,CHADULU B/AREA E,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,782661510,,Private,Micro,2,Manufacturing,Agro-Processing
117,118,Central zone,Dodoma,Dodoma Mjini,Kiwanja cha Ndege,ALLY RASHID HASSANI,,OYSTERBAY,2009.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",752241062,,Private,Micro,2,Manufacturing,Wood and Woods Products
118,119,Central zone,Dodoma,Chemba ,Mondo,ALLY SELEMANI SAMADU,149,HARAA,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,,,Private,Micro,2,Manufacturing,Agro-Processing
119,120,Central zone,Dodoma,Kongwa ,Mlali,ALLY YUSUPH KIPINGU,15001,MJINI,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,784577146,,Private,Micro,2,Manufacturing,Agro-Processing
120,121,Central zone,Dodoma,Dodoma Mjini,Mnadani,ALPHA DONALD MUHANGO,,MNADANI(MAILIMBILI),2007.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",768617754,,Private,Micro,2,Manufacturing,Textile and Apparel
121,122,Central zone,Dodoma,Dodoma Mjini,Dodoma Makulu,ALUMINIUM GLASS WELDING WORKS,,BIRINGI,2013.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Small,5,Manufacturing,Metal and Metal Products
122,123,Central zone,Dodoma,Mpwapwa ,Kibakwe,ALYCE MALIGITE GWABI,48,CHAMTUMILE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),787270787,,Private,Micro,2,Manufacturing,Agro-Processing
123,124,Central zone,Dodoma,Kondoa ,Mnenia,AMAN ISSA,,MSIKITINI,2012.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
124,125,Central zone,Dodoma,Dodoma Mjini,Msalato,AMANI AUGUSTINO,,KWA MWINYI,2001.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),755807813,,Private,Micro,2,Manufacturing,Agro-Processing
125,126,Central zone,Dodoma,Dodoma Mjini,Kizota,AMANI GROUP,,SALAMA(LOW COST),2009.0,1622,Manufacture of buildersÃƒÆ’Ã‚Â¢ÃƒÂ¢Ã¢â‚¬Å¡Ã‚Â¬ÃƒÂ¢Ã¢â‚¬Å¾Ã‚Â¢ carpentry and joinery,38701,"Prefabricated buildings, of wood",754933243,,Private,Small,5,Manufacturing,Wood and Woods Products
126,127,Central zone,Dodoma,Dodoma Mjini,Ipagala,AMARI SAID SILIMU,3276,SULUNGAI,1996.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),755653736,,Private,Micro,2,Manufacturing,Agro-Processing
127,128,Central zone,Dodoma,Kongwa ,Kibaigwa,AMBAKISE SEME,,KARUME,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),767403309,,Private,Micro,2,Manufacturing,Agro-Processing
128,129,Central zone,Dodoma,Dodoma Mjini,Uhuru,AMBIKA WORKSHOP,,UHURU ROAD,1989.0,2599,Manufacture of other fabricated metal products n.e.c.,88739,Other fabricated metal product manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Metal and Metal Products
129,130,Central zone,Dodoma,Dodoma Mjini,Majengo,AMBOGIL SUNFLOWER OIL,4000,SWALA,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,754959498,,Private,Micro,2,Manufacturing,Agro-Processing
130,131,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,AMINA ALLY,,CHILEWA,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",652612619,,Private,Micro,2,Manufacturing,Textile and Apparel
131,132,Central zone,Dodoma,Dodoma Mjini,Chang'ombe,AMINA JUMA ATHUMANI,,CHANG'OMBE JUU,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",759308193,,Private,Micro,2,Manufacturing,Textile and Apparel
132,133,Central zone,Dodoma,Kondoa ,Kondoa Mjini,AMINA JUMANNE,,MNARANI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",,,Public,Micro,2,Manufacturing,Textile and Apparel
133,134,Central zone,Dodoma,Kondoa ,Kondoa Mjini,AMINA RAJABU,,MNARANI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",782272780,,Private,Micro,2,Manufacturing,Textile and Apparel
134,135,Central zone,Dodoma,Kondoa ,Kondoa Mjini,AMINAH RASHIDI MOHAMED,,MANARANI SOKONI,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",789140668,,Private,Micro,2,Manufacturing,Textile and Apparel
135,136,Central zone,Dodoma,Kongwa ,Kongwa,AMIRI HAMZA JUMA,57,MJINI MAGHARIBI B,2009.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",715550670,,Private,Micro,2,Manufacturing,Textile and Apparel
136,137,Central zone,Dodoma,Dodoma Mjini,Chamwino,AMIRI SALUM,55,AREA A,2008.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,655333000,,Private,Micro,2,Manufacturing,Agro-Processing
137,138,Central zone,Dodoma,Dodoma Mjini,Hombolo,AMON MAGANGA,,BWAWANI B,2010.0,1610,Sawmilling and planing of wood,3110,Logs of coniferous wood,762387368,,Private,Micro,2,Manufacturing,Wood and Woods Products
138,139,Central zone,Dodoma,Dodoma Mjini,Miyuji,AMOS ALBERT MBALANGA,1489,MATHIAS,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),768658729,,Private,Micro,2,Manufacturing,Agro-Processing
139,140,Central zone,Dodoma,Kongwa ,Ugogoni,AMOS COSMAS MGOYA,,UGOGONI B,2013.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",783327279,,Private,Micro,2,Manufacturing,Wood and Woods Products
140,141,Central zone,Dodoma,Kongwa ,Songambele,AMOS ERNEST MAJENDA,81,KARUME,2014.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
141,142,Central zone,Dodoma,Mpwapwa ,Chunyu,AMOS LYAFUNYILE MILLING MACHINE,12,KALOLENI,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
142,143,Central zone,Dodoma,Kongwa ,Songambele,AMOS MABICHI,,IBUMILA,2010.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),786734276,,Private,Micro,2,Manufacturing,Agro-Processing
143,144,Central zone,Dodoma,Kongwa ,Kibaigwa,AMOS MANENO,,NYERERE A,2007.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),765153454,,Private,Micro,2,Manufacturing,Agro-Processing
144,145,Central zone,Dodoma,Mpwapwa ,Luhundwa,AMOSI JOSEPHAT PONDAMALI,12,KIZILANZALA A,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),682614765,,Private,Micro,2,Manufacturing,Agro-Processing
145,146,Central zone,Dodoma,Mpwapwa ,Lupeta,AMOSI LUGUGU MAKASI,,CHANG'OMBE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
146,147,Central zone,Dodoma,Mpwapwa ,Gulwe,AMOSI LYAFUNYILE,170,KILIMANI,2005.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
147,148,Central zone,Dodoma,Mpwapwa ,Gulwe,AMOSI LYAFUNYILE,12,KILIMANI,2012.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,782776207,,Private,Micro,2,Manufacturing,Agro-Processing
148,149,Central zone,Dodoma,Dodoma Mjini,Kiwanja cha Ndege,AMOSI MBALANGA MILLS,,OYSTERBAY,2006.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),768658729,,Private,Micro,2,Manufacturing,Agro-Processing
149,150,Central zone,Dodoma,Dodoma Mjini,Mpunguzi,AMOSI NYAKAPALA,,SABASABA,2008.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),789354212,,Private,Micro,2,Manufacturing,Agro-Processing
150,151,Central zone,Dodoma,Kongwa ,Kibaigwa,AMOSI SOSPETER CHIDA,,KIRUME,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",657308250,,Private,Micro,2,Manufacturing,Textile and Apparel
151,152,Central zone,Dodoma,Kongwa ,Pandambili,ANANIA JOSEPH MADONO,83,MAJENGO,2006.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754392583,,Private,Micro,2,Manufacturing,Agro-Processing
152,153,Central zone,Dodoma,Dodoma Mjini,Kiwanja cha Ndege,ANASTELLA AROYCE,,CHUO CHA MIPANGO,2010.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",762295253,,Private,Micro,2,Manufacturing,Textile and Apparel
153,154,Central zone,Dodoma,Chamwino ,Makang'wa,ANDASON GEORGE MTAPRO,,NYERER A,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),786065698,,Private,Micro,2,Manufacturing,Agro-Processing
154,155,Central zone,Dodoma,Mpwapwa ,Ving'hawe,ANDASON WISTON KUSENHA,195,KILELENI,2006.0,1079,Manufacture of other food products n.e.c.,21175,"Extracts and juices of meat, fish, crustaceans, molluscs or other aquatic invertebrates",,,Private,Small,5,Manufacturing,Agro-Processing
155,156,Central zone,Dodoma,Kongwa ,Sagara,ANDERSON JOSEPH SAGALA MILLING MACHINE,62,MAHAKAMANI,2014.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754621072,,Private,Micro,2,Manufacturing,Agro-Processing
156,157,Central zone,Dodoma,Dodoma Mjini,Mtumba,ANDREA JONAS NYAU,,IHUMWA,2000.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",769212896,,Private,Micro,2,Manufacturing,Textile and Apparel
157,158,Central zone,Dodoma,Kongwa ,Hogoro,ANDREA MBANNA,43,IKULU,2012.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),688741240,,Private,Micro,2,Manufacturing,Agro-Processing
158,159,Central zone,Dodoma,Dodoma Mjini,Miyuji,ANDREW THOMAS LIWEMA,,MNUJI PROPER STEEMA,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",754432709,,Private,Micro,2,Manufacturing,Textile and Apparel
159,160,Central zone,Dodoma,Kongwa ,Kongwa,ANGEL PARTICK MAINGU,,MJINI MAGHARIBI B,2013.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
160,161,Central zone,Dodoma,Dodoma Mjini,Viwandani,ANGER TAILORING,,AIRPORT/KINYALI,2004.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",756538474,,Private,Micro,2,Manufacturing,Textile and Apparel
161,162,Central zone,Dodoma,Kondoa ,Chemchem,ANIFA SHABANI,543,UBEMBENI,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",782617572,,Private,Micro,2,Manufacturing,Textile and Apparel
162,163,Central zone,Dodoma,Dodoma Mjini,Kikuyu Kaskazini,ANJE POSHO MILLS/ANJE SUPER SEMBE,1164,KIGAMBONI,2008.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
163,164,Central zone,Dodoma,Kondoa ,Chemchem,ANJELA JOSEPH,,UBEMBENI,2012.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",752127070,,Private,Micro,2,Manufacturing,Textile and Apparel
164,165,Central zone,Dodoma,Dodoma Mjini,Mnadani,ANJELINA SAMWEL KIHONGO,,MBWANGA,2014.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",766070850,,Private,Micro,2,Manufacturing,Textile and Apparel
165,166,Central zone,Dodoma,Mpwapwa ,Massa,ANJELINA ZAKARIA LEBA,93,IKULA,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
166,167,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,ANJERICO KOGOMBA,,IGOVU,2002.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",787386496,,Private,Micro,2,Manufacturing,Wood and Woods Products
167,168,Central zone,Dodoma,Dodoma Mjini,,ANNA   GARMENTS  MANUFACTURE,,Nearby Chatholic Church K Ndenge Ward ,1984.0,1410,"Manufacture of wearing apparel, except fur apparel",28221,"Men's or boys' suits, coats, jackets, trousers, shorts and the like, knitted or crocheted",,,Private,Micro,2,Manufacturing,Textile and Apparel
168,169,Central zone,Dodoma,Dodoma Mjini,Viwandani,ANNA ALPHONCE MAKIMI (MSINGIDA),461,SIDO,2008.0,1399,Manufacture of other textiles n.e.c.,88219,Other textile manufacturing services n.e.c.,,,Private,Micro,2,Manufacturing,Textile and Apparel
169,170,Central zone,Dodoma,Dodoma Mjini,Chamwino,ANNA GOMES,,NDUKA,2013.0,1410,"Manufacture of wearing apparel, except fur apparel",28210,"Panty hose, tights, stockings, socks and other hosiery, knitted or crocheted",719485788,,Private,Micro,2,Manufacturing,Textile and Apparel
170,171,Central zone,Dodoma,Dodoma Mjini,Makutupora,ANNAELI TWEVE JARAHA MILLING MACHINE,992,MAKUTUPORA,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),752581744,,Private,Micro,2,Manufacturing,Agro-Processing
171,172,Central zone,Dodoma,Dodoma Mjini,Mtumba,ANSIFRID MARYUSI KAIJAGE,,IHUMWA,2011.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Micro,2,Manufacturing,Metal and Metal Products
172,173,Central zone,Dodoma,Kongwa ,Kongwa,ANTHONY ELIAS MSUVA,66,MORISHENI,1996.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),754966648,,Private,Micro,2,Manufacturing,Agro-Processing
173,174,Central zone,Dodoma,Dodoma Mjini,Uhuru,ANTIGONI PIUS,,UHURU RD,2007.0,3100,Manufacture of furniture,38122,"Other wooden furniture, of a kind used in offices",768335339,,Private,Micro,2,Manufacturing,Wood and Woods Products
174,175,Central zone,Dodoma,Chamwino ,Mvumi Mission,ANTIOKIA TAG,117,KATI B,2013.0,3600,"Water collection, treatment and supply",69210,"Water distribution through mains, except steam and hot water (on own account)",655798254,,Private,Micro,2,"Water supply, sewage, waste management and remediation activities","Water supply, sewage, waste management and remediation activities"
175,176,Central zone,Dodoma,Mpwapwa ,Ipera,ANTONY MOLOSANI MKAZAWA,,NYERERE,2013.0,1061,Manufacture of grain mill products,23140,Other cereal grain products (including corn flakes),,,Private,Micro,2,Manufacturing,Agro-Processing
176,177,Central zone,Dodoma,Mpwapwa ,Mpwapwa Mjini,APOLIMARY PETER KWEKA,18,KIKOMBO ROAD,2013.0,1040,Manufacture of vegetable and animal oils and fats,88140,Vegetable and animal oil and fat manufacturing services,789405165,,Private,Micro,2,Manufacturing,Agro-Processing
177,178,Central zone,Dodoma,Kondoa ,Pahi,APOLLO WORKSHOP,,PAHI MAGHARIBI,2013.0,2592,Treatment and coating of metals; machining,88731,Metal treatment and coating services,,,Private,Small,5,Manufacturing,Metal and Metal Products
